id,image_url,caption,name,hp,set_name
xy7-1,https://images.pokemontcg.io/xy7/1_hires.png,"A Basic Pokemon Card of type Grass with the title Oddish and 50 HP of rarity Common from the set Ancient Origins and the flavor text: Its scientific name is ""Oddium Wanderus."" At night, it is said to walk nearly 1,000 feet on its two roots. It has the attack Trip Over with the cost Grass, the energy cost 1 and the damage of 10+ with the description: Flip a coin. If heads, this attack does 10 more damage. It has weakness against Fire 2. ",Oddish,50,Ancient Origins
ex9-1,https://images.pokemontcg.io/ex9/1_hires.png,"A Stage 2 Pokemon Card of type Fire with the title Blaziken and 110 HP of rarity Rare Holo evolved from Combusken from the set Emerald.  It has the attack Searing Flame with the cost Colorless, the energy cost 1 and the damage of 10 with the description: The Defending Pokemon is now Burned. It has the attack Damage Burn with the cost Fire, Fire, Colorless, the energy cost 3 and the damage of 50+ with the description: If the Defending Pokemon already has any damage counters on it, this attack does 50 damage plus 20 more damage. It has the ability Blaze with the description: As long as Blaziken's remaining HP is 40 or less, Blaziken does 40 more damage to the Defending Pokemon (before applying Weakness and Resistance). It has weakness against Water 2. ",Blaziken,110,Emerald
sm115-1,https://images.pokemontcg.io/sm115/1_hires.png,"A Basic Pokemon Card of type Grass with the title Caterpie and 60 HP of rarity Common from the set Hidden Fates and the flavor text: Perhaps because it would like to grow up quickly, it has a voracious appetite, eating a hundred leaves a day. It has the attack Tackle with the cost Grass, the energy cost 1 and the damage of 10. It has weakness against Fire 2. ",Caterpie,60,Hidden Fates
sm1-1,https://images.pokemontcg.io/sm1/1_hires.png,"A Basic Pokemon Card of type Grass with the title Caterpie and 50 HP of rarity Common from the set Sun & Moon and the flavor text: When attacked by bird Pokemon, it resists by releasing a terrifically strong odor from its antennae, but it often becomes their prey. It has the attack Nap with the cost Colorless, the energy cost 1 with the description: Heal 20 damage from this Pokemon. It has the attack Gnaw with the cost Colorless, Colorless, the energy cost 2 and the damage of 20. It has weakness against Fire 2. ",Caterpie,50,Sun & Moon
dp1-1,https://images.pokemontcg.io/dp1/1_hires.png,"A Basic Pokemon Card of type Metal with the title Dialga and 90 HP of rarity Rare Holo from the set Diamond & Pearl and the flavor text: It has the power to control time. It appears in Sinnoh-region myths as an ancient deity. It has the attack Time Bellow with the cost Metal, the energy cost 1 and the damage of 10 with the description: Draw a card. It has the attack Flash Cannon with the cost Metal, Metal, Colorless, the energy cost 3 and the damage of 40 with the description: You may return all Energy cards attached to Dialga to your hand. If you do, remove the highest Stage Evolution card from the Defending Pokemon and shuffle that card into your opponent's deck. It has weakness against Fire +20. It has resistance against Psychic -20. ",Dialga,90,Diamond & Pearl
pop7-1,https://images.pokemontcg.io/pop7/1_hires.png,"A Stage 2 Pokemon Card of type Lightning with the title Ampharos and 130 HP of rarity Rare evolved from Flaaffy from the set POP Series 7 and the flavor text: The tip of its tail shines brightly. In the olden days, people sent signals using the tail's light. It has the attack Cluster Bolt with the cost Lightning, Colorless, Colorless, the energy cost 3 and the damage of 70 with the description: You may discard all Lightning Energy attached to Ampharos. If you do, this attack does 20 damage to each of your opponent's Benched Pokemon that has any Energy cards attached to it. (Don't apply Weakness and Resistance for Benched Pokemon.) It has the ability Jamming with the description: After your opponent plays a Supporter card from his or her hand, put 1 damage counter on each of your opponent's Pokemon. You can't use more than 1 Jamming Poke-Body each turn. It has weakness against Fighting +30. It has resistance against Metal -20. ",Ampharos,130,POP Series 7
si1-1,https://images.pokemontcg.io/si1/1_hires.png,"A Basic Pokemon Card of type Psychic with the title Mew and 30 HP of rarity None from the set Southern Islands and the flavor text: This Pokemon's body is covered by fine hairs that can be seen only under a microscope. It has the attack Rainbow Wave with the cost Psychic, the energy cost 1 with the description: Choose a type of Energy other than Colorless attached to Mew. This attack does 20 damage to each of your opponent's Pokemon of that type (including Benched Pokemon). Don't apply Weakness and Resistance. It has weakness against Psychic 2. ",Mew,30,Southern Islands
col1-1,https://images.pokemontcg.io/col1/1_hires.png,"A Stage 1 Pokemon Card of type Colorless with the title Clefable and 80 HP of rarity Rare Holo evolved from Clefairy from the set Call of Legends and the flavor text: With its acute hearing, it can pick up sounds from far away. It usually hides in quiet places. It has the attack Fairy Power with the cost Colorless, Colorless, the energy cost 2 with the description: Return 1 of your Pokemon and all cards attached to it in your hand. It has the attack Moon Impact with the cost Colorless, Colorless, the energy cost 2 and the damage of 40. It has weakness against Fighting 2. ",Clefable,80,Call of Legends
bw1-1,https://images.pokemontcg.io/bw1/1_hires.png,"A Basic Pokemon Card of type Grass with the title Snivy and 60 HP of rarity Common from the set Black & White and the flavor text: They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop. It has the attack Tackle with the cost Grass, the energy cost 1 and the damage of 10. It has the attack Vine Whip with the cost Grass, Colorless, the energy cost 2 and the damage of 20. It has weakness against Fire 2. It has resistance against Water -20. ",Snivy,60,Black & White
ex13-1,https://images.pokemontcg.io/ex13/1_hires.png,"A Stage 2 Pokemon Card of type Fighting, Metal with the title Armaldo  and 110 HP of rarity Rare Holo evolved from Anorith from the set Holon Phantoms.  It has the attack Delta Edge with the cost Metal, Colorless, the energy cost 2 and the damage of 70 with the description: If you have any Supporter cards in play, this attack's base damage is 20 instead of 70. It has the attack Fossil Charge with the cost Fighting, Colorless, Colorless, the energy cost 3 and the damage of 50 with the description: You may discard a Claw Fossil, Mysterious Fossil, Root Fossil, or Holon Fossil from your hand. If you do, choose 1 of your opponent's Benched Pokemon and do 30 damage to that Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) It has weakness against Grass 2. ",Armaldo δ,110,Holon Phantoms
gym2-1,https://images.pokemontcg.io/gym2/1_hires.png,"A Stage 1 Pokemon Card of type Fire with the title Blaine's Arcanine and 90 HP of rarity Rare Holo evolved from Blaine's Growlithe from the set Gym Challenge.  It has the attack Heat Tackle with the cost Fire, Colorless, Colorless, the energy cost 3 and the damage of 40 with the description: Blaine's Arcanine does 10 damage to itself. It has the attack Firestorm with the cost Fire, Fire, Fire, Fire, the energy cost 4 and the damage of 120 with the description: Discard 3 Fire Energy cards attached to Blaine's Arcanine in order to use this attack. It has weakness against Water 2. ",Blaine's Arcanine,90,Gym Challenge
bw10-1,https://images.pokemontcg.io/bw10/1_hires.png,"A Basic Pokemon Card of type Grass with the title Surskit and 50 HP of rarity Common from the set Plasma Blast and the flavor text: It appears as if it is skating on water. It draws prey with a sweet scent from the tip of its head. It has the attack Sweet Scent with the cost Grass, the energy cost 1 with the description: Heal 20 damage from 1 of your Pokemon. It has weakness against Fire 2. ",Surskit,50,Plasma Blast
dv1-2,https://images.pokemontcg.io/dv1/2_hires.png,"A Basic Pokemon Card of type Dragon with the title Dratini and 40 HP of rarity Rare Holo from the set Dragon Vault and the flavor text: It is called the ""Mirage Pokemon"" because so few have seen it. Its shed skin has been found. It has the attack Hypnotic Gaze with the cost Grass, the energy cost 1 with the description: The Defending Pokemon is now Asleep. It has the attack Tail Whap with the cost Lightning, the energy cost 1 and the damage of 10. It has weakness against Dragon 2. ",Dratini,40,Dragon Vault
bw10-2,https://images.pokemontcg.io/bw10/2_hires.png,"A Stage 1 Pokemon Card of type Grass with the title Masquerain and 80 HP of rarity Rare evolved from Surskit from the set Plasma Blast and the flavor text: Its antennae have eye patterns on them. Its four wings enable it to hover and fly in any direction. It has the attack Bug Bite with the cost Colorless, Colorless, Colorless, the energy cost 3 and the damage of 60. It has the ability Tool Reversal with the description: As often as you like during your turn (before your attack), you may put a Pokemon Tool card attached to 1 of your Pokemon into your hand. It has weakness against Fire 2. ",Masquerain,80,Plasma Blast
si1-2,https://images.pokemontcg.io/si1/2_hires.png,"A Stage 2 Pokemon Card of type Colorless with the title Pidgeot and 70 HP of rarity None evolved from Pidgeotto from the set Southern Islands and the flavor text: This Pokemon searches for food while flying at Mach 2. Its large claws make fearsome weapons. It has the attack Supersonic Flight with the cost Colorless, Colorless, the energy cost 2 and the damage of 40 with the description: Flip a coin. If tails, this attack does nothing. It has the attack Slicing Wind with the cost Colorless, Colorless, Colorless, Colorless, the energy cost 4 and the damage of 50. It has weakness against Lightning 2. It has resistance against Fighting -30. ",Pidgeot,70,Southern Islands
ex11-3,https://images.pokemontcg.io/ex11/3_hires.png,"A Stage 2 Pokemon Card of type Lightning, Metal with the title Dragonite  and 100 HP of rarity Rare Holo evolved from Dragonair from the set Delta Species.  It has the attack Agility with the cost Lightning, Colorless, the energy cost 2 and the damage of 30 with the description: Flip a coin. If heads, prevent all effects of an attack, including damage, done to Dragonite during your opponent's next turn. It has the attack Heavy Impact with the cost Lightning, Metal, Colorless, Colorless, the energy cost 4 and the damage of 70. It has the ability Delta Charge with the description: Once during your turn (before your attack), you may attach a Lightning Energy card from your discard pile to 1 of your Benched Pokemon. This power can't be used if Dragonite is affected by a Special Condition. It has weakness against Colorless 2. It has resistance against Grass -30 and . Fighting -30. ",Dragonite δ,100,Delta Species
