card_id,attack_name,description,damage
base3-4,Slam,Flip 2 coins. This attack does 40 damage times the number of heads.,40×
base3-5,Dark Mind,"If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)",30
base3-6,Nightmare,The Defending Pokémon is now Asleep.,10
base3-7,Stretch Kick,"If your opponent has any Benched Pokémon, choose 1 of them and this attack does 20 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)",
base3-7,High Jump Kick,,50
base3-8,Prophecy,Look at up to 3 cards from the top of either player's deck and rearrange them as you like.,
base3-8,Dark Mind,"If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)",30
base3-9,Sharp Sickle,,30
base3-9,Absorb,"Remove a number of damage counters from Kabutops equal to half the damage done to the Defending Pokémon (after applying Weakness and Resistance) (rounded up to the nearest 10). If Kabutops has fewer damage counters than that, remove all of them.",40
base3-10,Water Gun,Does 10 damage plus 10 more damage for each Water Energy attached to Lapras but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.,10+
base3-10,Confuse Ray,"Flip a coin. If heads, the Defending Pokémon is now Confused.",10
base3-11,Sonicboom,Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.),20
base3-11,Selfdestruct,Does 20 damage to each Pokémon on each player's Bench. (Don't apply Weakness and Resistance for Benched Pokémon.) Magneton does 100 damage to itself.,100
base3-12,Wildfire,"You may discard any number of Fire Energy cards attached to Moltres when you use this attack. If you do, discard that many cards from the top of your opponent's deck.",
base3-12,Dive Bomb,"Flip a coin. If tails, this attack does nothing.",80
base3-13,Sludge,"Flip a coin. If heads, the Defending Pokémon is now Poisoned.",30
base3-14,Gigashock,"Choose 3 of your opponent's Benched Pokémon and this attack does 10 damage to each of them. (Don't apply Weakness and Resistance for Benched Pokémon.) If your opponent has fewer than 3 Benched Pokémon, do the damage to each of them.",30
base3-15,Thunderstorm,"For each of your opponent's Benched Pokémon, flip a coin. If heads, this attack does 20 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) Then, Zapdos does 10 damage times the number of tails to itself.",40
base3-16,Wing Attack,,30
base3-17,Freeze Dry,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",30
base3-17,Blizzard,"Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokémon. If tails, this attack does 10 damage to each of your own Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",50
base3-19,Slam,Flip 2 coins. This attack does 40 damage times the number of heads.,40×
base3-20,Dark Mind,"If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)",30
base3-21,Nightmare,The Defending Pokémon is now Asleep.,10
base3-22,Stretch Kick,"If your opponent has any Benched Pokémon, choose 1 of them and this attack does 20 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)",
base3-22,High Jump Kick,,50
base3-23,Prophecy,Look at up to 3 cards from the top of either player's deck and rearrange them as you like.,
base3-23,Dark Mind,"If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)",30
base3-24,Sharp Sickle,,30
base3-24,Absorb,"Remove a number of damage counters from Kabutops equal to half the damage done to the Defending Pokémon (after applying Weakness and Resistance) (rounded up to the nearest 10). If Kabutops has fewer damage counters than that, remove all of them.",40
base3-25,Water Gun,Does 10 damage plus 10 more damage for each Water Energy attached to Lapras but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.,10+
base3-25,Confuse Ray,"Flip a coin. If heads, the Defending Pokémon is now Confused.",10
base3-26,Sonicboom,Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.),20
base3-26,Selfdestruct,Does 20 damage to each Pokémon on each player's Bench. (Don't apply Weakness and Resistance for Benched Pokémon.) Magneton does 100 damage to itself.,100
base3-27,Wildfire,"You may discard any number of Fire Energy cards attached to Moltres when you use this attack. If you do, discard that many cards from the top of your opponent's deck.",
base3-27,Dive Bomb,"Flip a coin. If tails, this attack does nothing.",80
base3-28,Sludge,"Flip a coin. If heads, the Defending Pokémon is now Poisoned.",30
base3-29,Gigashock,"Choose 3 of your opponent's Benched Pokémon and this attack does 10 damage to each of them. (Don't apply Weakness and Resistance for Benched Pokémon.) If your opponent has fewer than 3 Benched Pokémon, do that damage to each of them.",30
base3-30,Thunderstorm,"For each of your opponent's Benched Pokémon, flip a coin. If heads, this attack does 20 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) Then, Zapdos does 10 damage times the number of tails to itself.",40
base3-31,Terror Strike,"Flip a coin. If heads and if your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. (Do the damage before switching the Pokémon.)",10
base3-31,Poison Fang,The Defending Pokémon is now Poisoned.,20
base3-32,Clamp,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, this attack does nothing (not even damage).",30
base3-32,Spike Cannon,Flip 2 coins. This attack does 30 damage times the number of heads.,30×
base3-33,Lick,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",10
base3-33,Energy Conversion,Put up to 2 Energy cards from your discard pile into your hand. Gastly does 10 damage to itself.,
base3-34,Wing Attack,,30
base3-34,Leech Life,"Remove a number of damage counters from Golbat equal to the damage done to the Defending Pokémon (after applying Weakness and Resistance). If Golbat has fewer damage counters than that, remove all of them.",20
base3-35,Psyshock,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",10
base3-35,Hyper Beam,"If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it.",20
base3-36,Avalanche,,60
base3-36,Selfdestruct,Does 20 damage to each Pokémon on each player's Bench. (Don't apply Weakness and Resistance for Benched Pokémon.) Golem does 100 damage to itself.,100
base3-37,Harden,"During your opponent's next turn, whenever 30 or less damage is done to Graveler (after applying Weakness and Resistance), prevent that damage. (Any other effects of attacks still happen.)",
base3-37,Rock Throw,,40
base3-38,Flail,Does 10 damage times the number of damage counters on Kingler.,10×
base3-38,Crabhammer,,40
base3-39,Smokescreen,"If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",10
base3-39,Smog,"Flip a coin. If heads, the Defending Pokémon is now Poisoned.",20
base3-40,Water Gun,Does 20 damage plus 10 more damage for each Water Energy attached to Omastar but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.,20+
base3-40,Spike Cannon,Flip 2 coins. This attack does 30 damage times the number of heads.,30×
base3-41,Slash,,20
base3-41,Fury Swipes,Flip 3 coins. This attack does 20 damage times the number of heads.,20×
base3-42,Water Gun,Does 20 damage plus 10 more damage for each Water Energy attached to Seadra but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.,20+
base3-42,Agility,"Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Seadra.",20
base3-43,Psyshock,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",20
base3-44,Supersonic,"Flip a coin. If heads, the Defending Pokémon is now Confused.",
base3-44,Jellyfish Sting,The Defending Pokémon is now Poisoned.,10
base3-45,Smog,"Flip a coin. If heads, the Defending Pokémon is now Poisoned.",20
base3-45,Selfdestruct,Does 10 damage to each Pokémon on each player's Bench. (Don't apply Weakness and Resistance for Benched Pokémon.) Weezing does 60 damage to itself.,60
base3-46,Spit Poison,"Flip a coin. If heads, the Defending Pokémon is now Poisoned.",
base3-46,Wrap,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",20
base3-47,Stone Barrage,Flip a coin until you get tails. This attack does 10 damage times the number of heads.,10×
base3-48,Nasty Goo,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",10
base3-48,Minimize,All damage done by attacks to Grimer during your opponent's next turn is reduced by 20 (after applying Weakness and Resistance).,
base3-49,Smokescreen,"If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",10
base3-50,Scratch,,10
base3-51,Call for Family,Search your deck for a Basic Pokémon named Krabby and put it onto your Bench. Shuffle your deck afterward. (You can't use this attack if your Bench if full.),
base3-51,Irongrip,,20
base3-52,Water Gun,Does 10 damage plus 10 more damage for each Water Energy attached to Omanyte but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.,10+
base3-53,Headache,Your opponent can't play Trainer cards during his or her next turn.,
base3-53,Fury Swipes,Flip 3 coins. This attack does 10 damage times the number of heads.,10×
base3-54,Supersonic,"Flip a coin. If heads, the Defending Pokémon is now Confused.",
base3-54,Hide in Shell,"Flip a coin. If heads, prevent all damage done to Shellder during your opponent's next turn. (Any other effects of attacks still happen.)",
base3-55,Spacing Out,"Flip a coin. If heads, remove a damage counter from Slowpoke. This attack can't be used if Slowpoke has no damage counters on it.",
base3-55,Scavenge,Discard 1 Psychic Energy card attached to Slowpoke in order to use this attack. Put a Trainer card from your discard pile into your hand.,
base3-56,Acid,,10
base3-57,Supersonic,"Flip a coin. If heads, the Defending Pokémon is now Confused.",
base3-57,Leech Life,"Remove a number of damage counters from Zubat equal to the damage done to the Defending Pokémon (after applying Weakness and Resistance). If Zubat has fewer damage counters than that, remove all of them.",10
base4-1,Confuse Ray,"Flip a coin. If heads, the Defending Pokémon is now Confused.",30
base4-2,Hydro Pump,Does 40 damage plus 10 more damage for each Water Energy attached to Blastoise but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.,40+
base4-3,Scrunch,"Flip a coin. If heads, prevent all damage done to Chansey during your opponent's next turn. (Any other effects of attacks still happen.)",
base4-3,Double-edge,Chansey does 80 damage to itself.,80
base4-4,Fire Spin,Discard 2 Energy cards attached to Charizard in order to use this attack.,100
base4-5,Metronome,"Choose 1 of the Defending Pokémon's attacks. Metronome copies that attack except for its Energy costs and anything else required in order to use that attack, such as discarding Energy cards. (No matter what type the Defending Pokémon is, Clefable's type is still Colorless.)",
base4-5,Minimize,All damage done by attacks to Clefable during your opponent's next turn is reduced by 20 (after applying Weakness and Resistance).,
base4-6,Sing,"Flip a coin. If heads, the Defending Pokémon is now Asleep.",
base4-6,Metronome,"Choose 1 of the Defending Pokémon's attacks. Metronome copies that attack except for its Energy costs and anything else required in order to use that attack, such as discarding Energy cards. (No matter what type the Defending Pokémon is, Clefairy's type is still Colorless.)",
base4-7,Dragon Rage,,50
base4-7,Bubblebeam,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",40
base4-8,Jab,,20
base4-8,Special Punch,,40
base4-9,Thunder Wave,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",30
